"sobrenome","altura","peso","novo_imc"
"Ryan",172,69,""
"Ryan",175,71,""
"Ryan",200,72,"Peso normal"
"Ryan",235,76,"Peso normal"
"Ryan",165,70,"Acima do peso"
"Ryan",165,70,"Acima do peso"
"Ryan",185,72,""
"Ryan",185,75,""
"Ryan",162,69,"Acima do peso"
"Ryan",150,67,"Acima do peso"
"Ryan",170,72,""
"Sheahan",NA,NA,NA
"Ryan",205,74,"Peso normal"
"Ryan",200,75,""
"Ryan",215,77,"Peso normal"
"Ryan",NA,NA,NA
"Ryan",205,74,"Peso normal"
"Ryan",182,70,""
"Ryan",170,74,"Acima do peso"
"Ryan",185,72,""
"Ryan",190,71,""
"Ryba",180,71,""
"Ryder",NA,NA,NA
"Rye",165,66,""
"Ryerson",175,73,""
"Ryu",250,75,"Peso normal"
"Ryu",210,75,"Peso normal"
"Rzepczynski",220,74,"Peso normal"
"Saarloos",185,72,""
"Sabathia",300,78,"Peso normal"
"Sabel",193,75,""
"Saberhagen",160,73,"Acima do peso"
"Sabo",192,72,""
"Sabo",185,71,""
"Saccomanno",210,75,"Peso normal"
"Sacka",195,72,""
"Sackinsky",220,76,"Peso normal"
"Sadecki",180,71,""
"Sadek",165,69,"Acima do peso"
"Sadler",190,72,""
"Sadler",180,74,""
"Sadler",223,75,"Peso normal"
"Sadler",165,66,""
"Sadler",200,73,"Peso normal"
"Sadowski",175,72,""
"Sadowski",195,74,""
"Sadowski",175,71,""
"Sadowski",195,75,""
"Sadowski",185,76,""
"Sadowski",190,73,""
"Sadzeck",235,79,"Peso normal"
"Saenz",200,75,""
"Saenz",185,74,""
"Saffell",170,71,""
"Sage",185,70,""
"Sager",220,76,"Peso normal"
"Sager",140,66,"Acima do peso"
"Sagmoen",185,71,""
"Saier",185,71,""
"Sain",185,74,""
"Saipe",190,73,""
"Saito",200,74,"Peso normal"
"Sakata",160,69,"Acima do peso"
"Saladino",200,72,"Peso normal"
"Salas",200,74,"Peso normal"
"Salas",190,74,""
"Salas",180,72,""
"Salas",195,72,""
"Salazar",180,72,""
"Salazar",195,72,""
"Salazar",195,72,""
"Salazar",180,69,""
"Salazar",195,72,""
"Sale",183,78,""
"Sale",160,69,"Acima do peso"
"Sales",140,67,"Acima do peso"
"Salisbury",180,72,""
"Salisbury",162,68,"Acima do peso"
"Salkeld",190,70,""
"Salkeld",215,77,"Peso normal"
"Sallee",180,75,""
"Salmon",230,75,"Peso normal"
"Salmon",160,70,"Acima do peso"
"Salmon",170,74,"Acima do peso"
"Salmon",200,75,""
"Salome",200,67,"Peso normal"
"Saltalamacchia",235,76,"Peso normal"
"Saltzgaver",165,71,"Acima do peso"
"Salve",190,72,""
"Salveson",180,72,""
"Salvo",210,76,"Peso normal"
"Samardzija",233,76,"Peso normal"
"Sambito",185,73,""
"Samcoff",165,70,"Acima do peso"
"Samford",156,71,"Acima do peso"
"Sammons",210,73,"Peso normal"
"Sampen",185,73,""
"Sample",175,69,""
"Sampson",210,74,"Peso normal"
"Sampson",210,74,"Peso normal"
"Sampson",195,73,""
"Sampson",225,74,"Peso normal"
"Samuel",170,73,"Acima do peso"
"Samuels",196,73,""
"Samuel",170,71,""
"Samuels",210,77,"Peso normal"
"Samuels",NA,67,NA
"Sanabia",210,74,"Peso normal"
"Sanabria",200,75,""
"Sandberg",189,73,""
"Sanchez",212,76,"Peso normal"
"Sanchez",197,72,""
"Sanchez",185,72,""
"Sanchez",185,74,""
"Sanchez",180,70,""
"Sanchez",200,73,"Peso normal"
"Sanchez",207,72,"Peso normal"
"Sanchez",205,73,"Peso normal"
"Sanchez",190,73,""
"Sanches",190,73,""
"Sanchez",210,72,"Peso normal"
"Sanchez",160,71,"Acima do peso"
"Sanchez",165,73,"Acima do peso"
"Sanchez",210,74,"Peso normal"
"Sanchez",180,71,""
"Sanchez",180,75,""
"Sanchez",200,72,"Peso normal"
"Sanchez",235,73,"Peso normal"
"Sanchez",230,74,"Peso normal"
"Sanchez",220,72,"Peso normal"
"Sanchez",270,78,"Peso normal"
"Sanchez",170,69,""
"Sanchez",165,70,"Acima do peso"
"Sanchez",222,75,"Peso normal"
"Sanchez",200,72,"Peso normal"
"Sanchez",170,74,"Acima do peso"
"Sanchez",205,75,"Peso normal"
"Sanchez",195,73,""
"Sanchez",150,72,"Acima do peso"
"Sanchez",180,70,""
"Sanchez",220,70,"Peso normal"
"Sanchez",270,77,"Peso normal"
"Sanchez",234,72,"Peso normal"
"Sanchez",220,71,"Peso normal"
"Sandberg",185,75,""
"Sandberg",175,73,""
"Sanders",200,74,"Peso normal"
"Sanders",210,72,"Peso normal"
"Sanders",200,72,"Peso normal"
"Sanders",195,75,""
"Sanders",195,73,""
"Sanders",200,74,"Peso normal"
"Sanders",168,71,"Acima do peso"
"Sanders",205,70,"Peso normal"
"Sanders",185,74,""
"Sanders",205,74,"Peso normal"
"Sanders",180,72,""
"Sanders",195,72,""
"Sanders",185,72,""
"Sanderson",195,77,""
"Sanders",210,76,"Peso normal"
"Sanders",160,70,"Acima do peso"
"Sand",160,68,"Acima do peso"
"Sandlock",180,73,""
"Sandlin",175,71,""
"Sandoval",190,71,""
"Sandoval",205,73,"Peso normal"
"Sandoval",268,70,"Peso normal"
"Sandoval",190,75,""
"Sands",200,74,"Peso normal"
"Sands",215,75,"Peso normal"
"Sands",190,74,""
"Sands",225,76,"Peso normal"
"Sandt",175,71,""
"Sanford",165,70,"Acima do peso"
"Sanford",200,73,"Peso normal"
"Sanford",195,75,""
"Sanford",190,72,""
"Sanford",220,78,"Peso normal"
"Sanguillen",193,72,""
"Sanicki",175,69,""
"Sanit",205,68,"Peso normal"
"Sankey",155,70,"Acima do peso"
"Sanmartin",160,74,"Acima do peso"
"Sano",272,76,"Peso normal"
"Santana",160,71,"Acima do peso"
"Santander",235,74,"Peso normal"
"Santana",215,71,"Peso normal"
"Santana",195,71,""
"Santana",190,74,""
"Santana",232,77,"Peso normal"
"Santana",205,74,"Peso normal"
"Santana",175,74,""
"Santangelo",165,70,"Acima do peso"
"Santana",210,72,"Peso normal"
"Santana",175,72,""
"Santana",175,73,""
"Santana",160,71,"Acima do peso"
"Santana",165,73,"Acima do peso"
"Santiago",180,73,""
"Santiago",215,72,"Peso normal"
"Santiago",175,70,""
"Santiago",185,74,""
"Santiago",200,75,""
"Santiago",185,71,""
"Santillan",240,75,"Peso normal"
"Santorini",190,72,""
"Santos",178,71,""
"Santos",233,75,"Peso normal"
"Santos",220,71,"Peso normal"
"Santos",170,73,"Acima do peso"
"Santos",190,74,""
"Santop",200,74,"Peso normal"
"Santos",225,72,"Peso normal"
"Santovenia",195,75,""
"Santos",215,72,"Peso normal"
"Santo Domingo",160,72,"Acima do peso"
"Santo",190,72,""
"Santos",215,76,"Peso normal"
"Santos",205,74,"Peso normal"
"Santry",NA,NA,NA
"Sappelt",195,69,"Peso normal"
"Sardinha",220,73,"Peso normal"
"Sardinha",215,72,"Peso normal"
"Sardinas",180,73,""
"Sarfate",225,76,"Peso normal"
"Sargent",165,70,"Acima do peso"
"Sarmiento",170,72,""
"Sarni",180,71,""
"Sasaki",209,76,"Peso normal"
"Sasser",190,73,""
"Sasser",205,75,"Peso normal"
"Satin",215,74,"Peso normal"
"Satriano",185,73,""
"Saturria",165,74,"Acima do peso"
"Saucedo",205,76,"Peso normal"
"Saucier",180,73,""
"Saucier",190,73,""
"Sauer",188,73,""
"Sauer",198,75,""
"Sauerbeck",190,75,""
"Saunders",195,75,""
"Saunders",172,72,""
"Saunders",215,75,"Peso normal"
"Saunders",225,76,"Peso normal"
"Saunders",205,74,"Peso normal"
"Saunders",205,74,"Peso normal"
"Saupold",223,74,"Peso normal"
"Sauter",NA,NA,NA
"Sauveur",163,76,"Acima do peso"
"Savage",180,74,""
"Savage",180,72,""
"Savage",190,75,""
"Savage",150,65,"Acima do peso"
"Savage",185,73,""
"Saverine",160,70,"Acima do peso"
"Savery",235,75,"Peso normal"
"Savidge",180,73,""
"Savidge",210,74,"Peso normal"
"Savransky",175,71,""
"Sawamura",212,72,"Peso normal"
"Sawatski",210,70,"Peso normal"
"Sawyer",160,71,"Acima do peso"
"Sawyer",210,72,"Peso normal"
"Sawyer",205,74,"Peso normal"
"Sawyer",NA,NA,NA
"Sax",185,72,""
"Sax",164,68,"Acima do peso"
"Sax",185,71,""
"Say",NA,NA,NA
"Sayles",175,74,""
"Say",145,67,"Acima do peso"
"Saylor",NA,NA,NA
"Sborz",210,76,"Peso normal"
"Sborz",215,75,"Peso normal"
"Scahill",220,74,"Peso normal"
"Scala",178,71,""
"Scales",185,72,""
"Scalzi",170,67,""
"Scalzi",160,66,"Acima do peso"
"Scanlan",215,79,"Peso normal"
"Scanlan",165,68,""
"Scanlan",175,73,""
"Scanlon",NA,NA,NA
"Scanlan",186,73,""
"Scanlon",180,72,""
"Scanlon",180,72,""
"Scantlebury",180,73,""
"Scarborough",185,72,""
"Scarbery",185,73,""
"Scarce",180,75,""
"Scarritt",165,70,"Acima do peso"
"Scarsella",185,71,""
"Scarsone",170,74,"Acima do peso"
"Sceroler",215,75,"Peso normal"
"Schaal",165,71,"Acima do peso"
"Schacht",142,71,"Acima do peso"
"Schacker",190,72,""
"Schacht",170,71,""
"Schaefer",165,71,"Acima do peso"
"Schaefer",175,69,""
"Schaeffer",175,74,""
"Schaefer",170,70,""
"Schaeffer",215,77,"Peso normal"
"Schafer",143,69,"Acima do peso"
"Schaffer",170,69,""
"Schaffernoth",195,76,""
"Schafer",205,73,"Peso normal"
"Schafer",200,73,"Peso normal"
"Schaive",175,68,""
"Schallock",160,69,"Acima do peso"
"Schaller",168,71,"Acima do peso"
"Schall",190,75,""
"Schalk",165,69,"Acima do peso"
"Schalk",168,70,""
"Schang",165,67,""
"Schanz",215,75,"Peso normal"
"Schang",180,70,""
"Schappert",170,70,""
"Scharein",155,71,"Acima do peso"
"Schardt",210,76,"Peso normal"
"Scharein",174,73,""
"Scharf",NA,NA,NA
"Schatzeder",185,72,""
"Schattinger",200,77,""
"Schauer",192,74,""
"Schebler",228,73,"Peso normal"
"Scheer",165,69,"Acima do peso"
"Scheeren",159,69,"Acima do peso"
"Scheer",146,68,"Acima do peso"
"Scheetz",190,72,""
"Scheffer",175,74,""
"Scheffing",180,74,""
"Scheffler",160,70,"Acima do peso"
"Schegg",180,71,""
"Scheib",192,73,""
"Scheibeck",145,67,"Acima do peso"
"Scheible",170,68,""
"Scheinblum",180,73,""
"Scheid",185,75,""
"Schellhase",148,68,"Acima do peso"
"Schell",195,73,""
"Schelle",204,75,"Peso normal"
"Schemanske",190,74,""
"Schemer",180,72,""
"Schenck",171,67,""
"Schenz",175,69,""
"Scheneberg",180,73,""
"Schepner",160,70,"Acima do peso"
"Scheppers",200,76,""
"Scherrer",170,76,"Acima do peso"
"Scherbarth",180,72,""
"Scherman",195,73,""
"Scherer",NA,NA,NA
"Scherzer",208,75,"Peso normal"
"Schesler",185,74,""
"Schettler",160,71,"Acima do peso"
"Schiappacasse",NA,NA,NA
"Schick",170,71,""
"Schierholtz",215,74,"Peso normal"
"Schilling",160,70,"Acima do peso"
"Schilling",205,77,"Peso normal"
"Schillings",180,70,""
"Schimpf",180,69,""
"Schindler",160,71,"Acima do peso"
"Schiraldi",215,77,"Peso normal"
"Schirick",160,68,"Acima do peso"
"Schlafly",182,71,""
"Schlei",179,68,""
"Schlereth",210,72,"Peso normal"
"Schlesinger",175,74,""
"Schlitzer",175,71,""
"Schlitter",238,75,"Peso normal"
"Schliebner",180,70,""
"Schlichting",205,76,"Peso normal"
"Schlosser",225,76,"Peso normal"
"Schlueter",182,72,""
"Schlueter",175,70,""
"Schmack",190,74,""
"Schmandt",175,73,""
"Schmelz",210,76,"Peso normal"
"Schmees",190,72,""
"Schmelz",NA,NA,NA
"Schmidt",200,71,"Peso normal"
"Schmidt",205,74,"Peso normal"
"Schmidt",200,73,"Peso normal"
"Schmidt",200,73,"Peso normal"
"Schmit",165,70,"Acima do peso"
"Schmidt",200,77,""
"Schmidt",185,73,""
"Schmidt",215,74,"Peso normal"
"Schmidt",185,73,""
"Schmidt",150,68,"Acima do peso"
"Schmidt",185,77,""
"Schmidt",205,77,"Peso normal"
"Schmitz",170,72,""
"Schmidt",230,70,"Peso normal"
"Schmidt",195,74,""
"Schmidt",175,71,""
"Schmidt",159,69,"Acima do peso"
"Schmidt",187,73,""
"Schmoll",200,74,"Peso normal"
"Schmutz",195,73,""
"Schmulbach",165,71,"Acima do peso"
"Schneider",210,73,"Peso normal"
"Schneider",170,75,"Acima do peso"
"Schneck",200,70,"Peso normal"
"Schneiberg",165,73,"Acima do peso"
"Schneider",195,75,""
"Schneider",250,75,"Peso normal"
"Schnell",176,73,""
"Schneider",194,73,""
"Schoen",215,75,"Peso normal"
"Schoeneck",223,74,"Peso normal"
"Schoendienst",170,72,""
"Schoeneweis",186,72,""
"Schofield",163,69,"Acima do peso"
"Schofield",175,70,""
"Schomberg",175,71,""
"Schoonmaker",190,71,""
"Schoop",247,73,"Peso normal"
"Schooler",220,75,"Peso normal"
"Schorr",180,74,""
"Schott",185,74,""
"Schourek",195,77,""
"Schramka",185,72,""
"Schreiber",185,72,""
"Schreiber",165,71,"Acima do peso"
"Schreiber",210,74,"Peso normal"
"Schrecongost",180,70,""
"Schreiber",180,74,""
"Schrenk",185,75,""
"Schreiber",175,71,""
"Schriver",172,69,""
"Schroll",210,74,"Peso normal"
"Schroeder",200,74,"Peso normal"
"Schroder",175,72,""
"Schroder",210,75,"Peso normal"
"Schrom",195,74,""
"Schrock",185,69,""
"Schuble",152,69,"Acima do peso"
"Schueler",205,76,"Peso normal"
"Schugel",200,72,"Peso normal"
"Schulz",182,72,""
"Schult",210,75,"Peso normal"
"Schultz",200,74,"Peso normal"
"Schultz",200,75,""
"Schultz",229,75,"Peso normal"
"Schultz",170,72,""
"Schuler",210,76,"Peso normal"
"Schulze",215,75,"Peso normal"
"Schullstrom",220,77,"Peso normal"
"Schulte",170,71,""
"Schulte",183,73,""
"Schulte",158,68,"Acima do peso"
"Schultz",200,78,""
"Schulte",180,69,""
"Schultz",205,70,"Peso normal"
"Schulz",190,73,""
"Schultz",165,72,"Acima do peso"
"Schulze",142,70,"Acima do peso"
"Schultz",172,71,""
"Schulte",190,71,""
"Schultz",180,71,""
"Schulte",160,70,"Acima do peso"
"Schultz",175,73,""
"Schultz",220,79,"Peso normal"
"Schulz",170,72,""
"Schultz",172,71,""
"Schulmerich",210,71,"Peso normal"
"Schumann",230,74,"Peso normal"
"Schumacher",190,72,""
"Schumaker",185,70,""
"Schupp",150,70,"Acima do peso"
"Schu",170,72,""
"Schuerholz",NA,NA,NA
"Schurr",185,76,""
"Schuster",164,69,"Acima do peso"
"Schuster",190,74,""
"Schutz",208,71,"Peso normal"
"Schwartz",195,73,""
"Schwartz",185,74,""
"Schwamb",198,77,""
"Schwall",200,78,""
"Schwarz",190,77,""
"Schwarber",229,72,"Peso normal"
"Schwabe",200,76,""
"Schwartz",230,75,"Peso normal"
"Schweitzer",170,67,""
"Schwenk",185,72,""
"Schwert",160,70,"Acima do peso"
"Schwenck",174,72,""
"Schwind",150,68,"Acima do peso"
"Schwinden",215,75,"Peso normal"
"Schwindel",220,73,"Peso normal"
"Schwimer",240,80,"Peso normal"
"Schypinski",170,70,""
"Scioscia",200,74,"Peso normal"
"Scoffic",182,70,""
"Scoggins",165,71,"Acima do peso"
"Sconiers",185,74,""
"Score",185,74,""
"Scott",NA,NA,NA
"Scott",185,73,""
"Scott",180,72,""
"Scott",185,74,""
"Scott",170,73,"Acima do peso"
"Scott",185,71,""
"Scott",NA,75,NA
"Scott",148,68,"Acima do peso"
"Scott",175,72,""
"Scott",175,73,""
"Scott",200,74,"Peso normal"
"Scott",199,74,""
"Scott",235,73,"Peso normal"
"Scott",165,69,"Acima do peso"
"Scott",165,74,"Acima do peso"
"Scott",170,68,""
"Scott",165,72,"Acima do peso"
"Scott",220,72,"Peso normal"
"Scott",160,69,"Acima do peso"
"Scott",155,73,"Acima do peso"
"Scott",210,74,"Peso normal"
"Scott",175,71,""
"Scott",160,72,"Acima do peso"
"Scott",220,75,"Peso normal"
"Scott",235,72,"Peso normal"
"Scott",185,75,""
"Scott",185,74,""
"Scott",164,72,"Acima do peso"
"Scranton",175,72,""
"Scribner",190,75,""
"Scribner",190,75,""
"Scrivener",170,69,""
"Scrubb",270,76,"Peso normal"
"Scruggs",210,73,"Peso normal"
"Scruggs",215,72,"Peso normal"
"Scudder",180,74,""
"Scurry",180,74,""
"Scutaro",185,70,""
"Seabold",190,74,""
"Seabol",200,76,""
"Seager",215,76,"Peso normal"
"Seager",216,72,"Peso normal"
"Seale",155,70,"Acima do peso"
"Seaman",205,76,"Peso normal"
"Seanez",185,70,""
"Searage",180,73,""
"Searcy",190,73,""
"Sears",180,71,""
"Sears",200,73,"Peso normal"
"Sears",215,77,"Peso normal"
"Seaton",175,72,""
"Seats",190,71,""
"Seaver",195,73,""
"Seay",221,74,"Peso normal"
"Sebra",200,74,"Peso normal"
"Sebring",180,72,""
"Sechrist",160,69,"Acima do peso"
"Secory",200,73,"Peso normal"
"Secrist",195,74,""
"Seddon",220,76,"Peso normal"
"Sedgwick",175,72,""
"Sedlacek",200,76,""
"Sedlock",220,76,"Peso normal"
"See",175,70,""
"Seeds",180,72,""
"See",195,73,""
"Seelbach",180,72,""
"Seelbach",180,76,""
"Seerey",200,70,"Peso normal"
"Seery",145,67,"Acima do peso"
"Sefcik",175,71,""
"Segedin",220,74,"Peso normal"
"Segelke",200,76,""
"Segovia",245,74,"Peso normal"
"Segrist",180,72,""
"Segui",170,73,"Acima do peso"
"Segui",190,72,""
"Seguignol",257,77,"Peso normal"
"Segura",220,70,"Peso normal"
"Segura",180,71,""
"Seibert",165,72,"Acima do peso"
"Seibel",195,73,""
"Seibold",162,68,"Acima do peso"
"Seilheimer",185,71,""
"Seitzer",180,71,""
"Selbach",190,67,""
"Selby",190,69,""
"Sele",205,77,"Peso normal"
"Selee",NA,NA,NA
"Self",215,77,"Peso normal"
"Selig",NA,NA,NA
"Selkirk",182,73,""
"Sellers",175,73,""
"Sellers",175,70,""
"Sell",175,72,""
"Sellers",180,70,""
"Sells",175,71,""
"Selma",160,71,"Acima do peso"
"Sellman",145,69,"Acima do peso"
"Selman",198,74,""
"Selph",175,69,""
"Selsky",213,72,"Peso normal"
"Sembera",155,72,"Acima do peso"
"Sember",185,72,""
"Semien",195,72,""
"Seminick",187,71,""
"Seminara",205,74,"Peso normal"
"Semproch",180,71,""
"Senerchia",195,73,""
"Sensenderfer",170,69,""
"Sentell",176,69,""
"Senteney",205,74,"Peso normal"
"Senzatela",236,73,"Peso normal"
"Senzel",205,73,"Peso normal"
"Seoane",187,75,""
"Seo",215,73,"Peso normal"
"Sepkowski",190,71,""
"Septimo",200,73,"Peso normal"
"Serad",156,67,"Acima do peso"
"Serafini",190,73,""
"Serena",175,69,""
"Serna",170,68,""
"Serrano",200,73,"Peso normal"
"Serrano",170,70,""
"Serrano",180,74,""
"Serum",180,73,""
"Servais",195,74,""
"Serven",207,72,"Peso normal"
"Service",230,78,"Peso normal"
"Sessi",225,75,"Peso normal"
"Settlemire",156,69,"Acima do peso"
"Sevcik",205,74,"Peso normal"
"Severinsen",220,75,"Peso normal"
"Severino",190,70,""
"Severino",220,71,"Peso normal"
"Severeid",175,72,""
"Severino",218,74,"Peso normal"
"Severino",235,73,"Peso normal"
"Severson",174,72,""
"Sewald",219,75,"Peso normal"
"Seward",175,67,""
"Seward",200,75,""
"Seward",145,67,"Acima do peso"
"Sewell",155,66,"Acima do peso"
"Sewell",160,69,"Acima do peso"
"Sewell",180,73,""
"Sewell",155,67,"Acima do peso"
"Sexauer",220,76,"Peso normal"
"Sexson",205,79,""
"Sexton",180,71,""
"Sexton",160,NA,NA
"Sexton",175,70,""
"Sexton",NA,NA,NA
"Seybold",175,71,""
"Seyfried",185,72,""
"Seymour",200,72,"Peso normal"
"Seymour",NA,NA,NA
"Shabala",190,73,""
"Shackelford",195,73,""
"Shackelford",210,77,"Peso normal"
"Shafer",205,74,"Peso normal"
"Shafer",NA,71,NA
"Shafer",165,70,"Acima do peso"
"Shaffer",NA,NA,NA
"Shaffer",160,71,"Acima do peso"
"Shaffer",NA,70,NA
"Shafer",165,69,"Acima do peso"
"Shaffer",230,75,"Peso normal"
"Shafer",155,67,"Acima do peso"
"Shallix",165,71,"Acima do peso"
"Shamsky",168,73,"Acima do peso"
"Shanahan",190,74,""
"Shanley",NA,NA,NA
"Shaner",195,74,""
"Shank",220,76,"Peso normal"
"Shanks",170,71,""
"Shanley",174,72,""
"Shanner",195,73,""
"Shannon",175,69,""
"Shannon",155,63,"Acima do peso"
"Shannon",170,71,""
"Shannon",195,75,""
"Shannon",NA,NA,NA
"Shannon",170,71,""
"Shannon",180,71,""
"Shanabrook",170,72,""
"Shannon",178,72,""
"Shantz",160,73,"Acima do peso"
"Shantz",139,66,"Acima do peso"
"Sharman",176,71,""
"Sharon",195,74,""
"Sharp",178,70,""
"Sharpe",170,73,"Acima do peso"
"Sharpless",234,77,"Peso normal"
"Sharperson",190,75,""
"Sharp",182,75,""
"Sharrott",164,68,"Acima do peso"
"Sharrott",165,69,"Acima do peso"
"Sharsig",NA,NA,NA
"Shaughnessy",185,73,""
"Shaute",190,72,""
"Shaver",195,75,""
"Shave",185,72,""
"Shaw",170,68,""
"Shaw",165,68,""
"Shawaryn",240,74,"Peso normal"
"Shaw",190,71,""
"Shaw",195,74,""
"Shaw",226,73,"Peso normal"
"Shaw",220,76,"Peso normal"
"Shaw",180,72,""
"Shaw",165,68,""
"Shaw",165,68,""
"Shaw",185,74,""
"Shaw",180,72,""
"Shawkey",168,71,"Acima do peso"
"Shaw",140,65,"Acima do peso"
"Shaw",230,76,"Peso normal"
"Shay",NA,70,NA
"Shay",148,67,"Acima do peso"
"Sheaffer",185,72,""
"Shea",160,67,"Acima do peso"
"Shea",171,70,""
"Shealy",175,71,""
"Shealy",240,77,"Peso normal"
"Shea",175,71,""
"Shea",170,70,""
"Shea",155,65,"Acima do peso"
"Shean",175,71,""
"Shea",165,72,"Acima do peso"
"Shears",180,75,""
"Shearon",NA,NA,NA
"Shearer",200,72,"Peso normal"
"Shearn",230,76,"Peso normal"
"Shea",195,72,""
"Shea",215,75,"Peso normal"
"Sheckard",175,69,""
"Sheehan",165,69,"Acima do peso"
"Sheehan",165,68,""
"Sheehan",196,74,""
"Sheehan",160,68,"Acima do peso"
"Sheehan",190,74,""
"Sheely",200,73,"Peso normal"
"Sheely",195,75,""
"Sheerin",198,71,"Peso normal"
"Sheets",180,74,""
"Sheets",195,73,""
"Sheets",230,77,"Peso normal"
"Sheets",217,75,"Peso normal"
"Sheffield",190,71,""
"Sheffield",190,70,""
"Sheffield",224,70,"Peso normal"
"Shelby",175,73,""
"Sheldon",170,72,""
"Sheldon",185,76,""
"Sheldon",185,75,""
"Shellenback",192,74,""
"Shelley",170,72,""
"Shellenback",200,74,"Peso normal"
"Shell",215,76,"Peso normal"
"Shelton",215,75,"Peso normal"
"Shelton",220,72,"Peso normal"
"Shelton",186,72,""
"Shelton",175,71,""
"Shemo",175,71,""
"Shepard",185,71,""
"Shepard",195,74,""
"Shepard",180,71,""
"Shepardson",170,71,""
"Shepherd",215,73,"Peso normal"
"Shepherd",205,74,"Peso normal"
"Shepherd",175,76,""
"Sheppard",NA,NA,NA
"Sherdel",160,70,"Acima do peso"
"Sherfy",175,72,""
"Sheridan",NA,NA,NA
"Sheridan",195,73,""
"Sheridan",175,75,""
"Sheridan",160,70,"Acima do peso"
"Sherid",185,74,""
"Sherling",185,73,""
"Sherlock",175,70,""
"Sherlock",180,72,""
"Sherman",145,66,"Acima do peso"
"Sherman",160,69,"Acima do peso"
"Sherman",165,72,"Acima do peso"
"Sherrill",165,72,"Acima do peso"
"Sherry",170,72,""
"Sherrill",225,72,"Peso normal"
"Sherry",180,74,""
"Sherry",180,71,""
"Sherriff",190,73,""
"Sherrill",170,71,""
"Shetrone",190,74,""
"Shettsline",NA,NA,NA
"Shetzline",190,71,""
"Shevlin",155,70,"Acima do peso"
"Shields",195,73,""
"Shields",175,70,""
"Shiell",180,72,""
"Shields",210,75,"Peso normal"
"Shields",175,72,""
"Shields",175,73,""
"Shields",220,77,"Peso normal"
"Shields",180,72,""
"Shields",185,71,""
"Shifflett",165,70,"Acima do peso"
"Shifflett",205,73,"Peso normal"
"Shildt",NA,NA,NA
"Shilling",175,71,""
"Shinault",170,71,""
"Shinall",215,75,"Peso normal"
"Shindle",155,68,"Acima do peso"
"Shines",210,73,"Peso normal"
"Shinjo",185,73,""
"Shinners",180,72,""
"Shinnick",150,69,"Acima do peso"
"Shipanoff",185,74,""
"Shipke",145,67,"Acima do peso"
"Shipley",190,73,""
"Shipley",175,73,""
"Shipley",210,76,"Peso normal"
"Shires",195,73,""
"Shirey",175,73,""
"Shirley",183,70,""
"Shirley",180,71,""
"Shirley",180,71,""
"Shirley",185,72,""
"Shirley",175,73,""
"Shiver",190,73,""
"Shoch",158,66,"Acima do peso"
"Shockley",200,74,"Peso normal"
"Shocker",170,70,""
"Shoemaker",155,70,"Acima do peso"
"Shoemaker",225,74,"Peso normal"
"Shoffner",184,73,""
"Shofner",187,70,""
"Shokes",170,72,""
"Shook",155,67,"Acima do peso"
"Shoop",180,71,""
"Shopay",160,69,"Acima do peso"
"Shoppach",220,72,"Peso normal"
"Shores",185,72,""
"Shore",220,76,"Peso normal"
"Shore",210,75,"Peso normal"
"Short",170,69,""
"Shorten",175,72,""
"Short",205,76,"Peso normal"
"Short",162,71,"Acima do peso"
"Short",200,72,"Peso normal"
"Short",180,70,""
"Shotton",175,71,""
"Shoun",188,73,""
"Shoup",140,67,"Acima do peso"
"Shouse",180,71,""
"Shovlin",163,67,"Acima do peso"
"Showalter",195,69,"Peso normal"
"Show",185,73,""
"Shreve",180,76,""
"Shreve",150,71,"Acima do peso"
"Shriver",180,74,""
"Shuba",180,71,""
"Shuck",195,71,""
"Shuey",215,75,"Peso normal"
"Shugart",170,68,""
"Shultz",175,70,""
"Shumaker",225,77,"Peso normal"
"Shuman",195,74,""
"Shumpert",190,71,""
"Shupe",180,71,""
"Siani",188,73,""
"Sicking",165,69,"Acima do peso"
"Siddall",200,73,"Peso normal"
"Siebert",170,72,""
"Siebern",200,74,"Peso normal"
"Siebert",205,74,"Peso normal"
"Siebert",190,75,""
"Siebler",184,74,""
"Siefke",168,71,"Acima do peso"
"Siegel",NA,NA,NA
"Siegle",165,70,"Acima do peso"
"Siegrist",230,77,"Peso normal"
"Siemer",162,69,"Acima do peso"
"Sierra",190,74,""
"Sierra",178,71,""
"Sierra",233,73,"Peso normal"
"Sierra",175,73,""
"Siever",190,71,""
"Sievers",195,73,""
"Siffell",NA,NA,NA
"Sigafoos",170,69,""
"Siglin",160,70,"Acima do peso"
"Sigman",180,72,""
"Signer",185,72,""
"Sigsby",175,72,""
"Sikorski",190,73,""
"Silber",170,71,""
"Silch",180,74,""
"Silseth",217,72,"Peso normal"
"Silva",280,76,"Peso normal"
"Silva",170,72,""
"Silva",235,78,"Peso normal"
"Silva",190,73,""
"Silvera",180,72,""
"Silvera",175,70,""
"Silvestri",180,72,""
"Silvestri",200,73,"Peso normal"
"Silverio",165,71,"Acima do peso"
"Silverio",170,70,""
"Sima",187,72,""
"Simas",200,75,""
"Simmons",190,71,""
"Simmons",195,74,""
"Simmons",185,74,""
"Simmons",175,71,""
"Simmons",179,68,""
"Simmons",166,69,"Acima do peso"
"Simmons",192,73,""
"Simmons",NA,NA,NA
"Simmons",185,73,""
"Simmons",172,71,""
"Simmons",190,71,""
"Simmons",193,71,""
"Simms",185,76,""
"Simon",265,78,"Peso normal"
